epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,24449,0.56921,0.41548,0.88347,0.95827,0.61176,0.63642,0.49809,0.78423,0.66242,1.06745,0.000478762,0.000478762,0.000478762
56,24890.5,0.58026,0.41135,0.88813,0.73194,0.51282,0.55995,0.4405,0.79924,0.70064,1.06362,0.000456758,0.000456758,0.000456758
57,25331.3,0.55386,0.3967,0.87827,0.73887,0.69951,0.67661,0.54011,0.76398,0.63667,1.04962,0.000434754,0.000434754,0.000434754
58,25773,0.56605,0.39144,0.87649,0.69242,0.60214,0.63681,0.48848,0.7873,0.64364,1.06779,0.000412749,0.000412749,0.000412749
59,26214.4,0.56405,0.41878,0.88719,0.7609,0.57745,0.6596,0.52009,0.80604,0.71567,1.07971,0.000390745,0.000390745,0.000390745
60,26656.2,0.5745,0.40868,0.90163,0.65363,0.61912,0.60913,0.47326,0.79568,0.66256,1.08395,0.00036874,0.00036874,0.00036874
61,27097.3,0.56925,0.39775,0.88911,0.63835,0.60166,0.57435,0.45033,0.79496,0.72259,1.07202,0.000346736,0.000346736,0.000346736
62,27539.3,0.53846,0.38469,0.85848,0.66946,0.61667,0.59294,0.47915,0.78759,0.7083,1.08481,0.000324732,0.000324732,0.000324732
63,27980.8,0.53346,0.37654,0.86928,0.65107,0.69494,0.58619,0.46435,0.77151,0.67675,1.07693,0.000302727,0.000302727,0.000302727
64,28422.6,0.58143,0.41007,0.90055,0.69709,0.61912,0.54615,0.43468,0.78129,0.69864,1.07518,0.000280723,0.000280723,0.000280723
65,28863.6,0.53469,0.36731,0.86736,0.70891,0.61667,0.55702,0.44158,0.76143,0.69607,1.05632,0.000258718,0.000258718,0.000258718
66,29301.1,0.53646,0.36091,0.86698,0.79174,0.61667,0.62598,0.50667,0.77446,0.67117,1.05509,0.000236714,0.000236714,0.000236714
67,29737.8,0.54994,0.38816,0.88593,0.73971,0.59752,0.56507,0.46218,0.76403,0.68715,1.05993,0.00021471,0.00021471,0.00021471
68,30175.1,0.57003,0.37113,0.85643,0.67301,0.50831,0.57182,0.46324,0.784,0.68834,1.07984,0.000192705,0.000192705,0.000192705
69,30612.4,0.53438,0.3883,0.86226,0.66461,0.61545,0.57797,0.47167,0.76283,0.68543,1.06556,0.000170701,0.000170701,0.000170701
70,31049.6,0.51193,0.34251,0.85844,0.66843,0.61912,0.57082,0.45184,0.78162,0.69108,1.07687,0.000148696,0.000148696,0.000148696
71,31487.4,0.54978,0.35156,0.83898,0.78106,0.61281,0.58975,0.48018,0.76345,0.65862,1.0689,0.000126692,0.000126692,0.000126692
72,31925.8,0.4984,0.32838,0.86041,0.75646,0.60797,0.57989,0.47632,0.77254,0.6802,1.07409,0.000104688,0.000104688,0.000104688
73,32364.3,0.50204,0.34132,0.85443,0.756,0.60986,0.58052,0.48262,0.76615,0.70043,1.06167,8.26832e-05,8.26832e-05,8.26832e-05
74,32802.7,0.4803,0.32664,0.83936,0.62762,0.62157,0.56616,0.45748,0.77331,0.70514,1.06755,6.06788e-05,6.06788e-05,6.06788e-05
75,33240.8,0.53126,0.34294,0.83504,0.66405,0.51049,0.55769,0.45555,0.77617,0.70704,1.07153,3.86744e-05,3.86744e-05,3.86744e-05
