epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,141.114,0.41151,0.79436,0.8943,0.99244,1,0.995,0.97336,0.27563,1.42612,0.67661,0.000502444,0.000502444,0.000502444
31,145.676,0.31124,0.66794,0.83472,0.99244,1,0.995,0.97336,0.27563,1.42612,0.67661,0.00049532,0.00049532,0.00049532
32,150.206,0.40636,0.76674,0.89104,0.99122,1,0.995,0.95104,0.26642,1.45256,0.67295,0.000486612,0.000486612,0.000486612
33,155.154,0.32826,0.79053,0.83948,0.99181,1,0.995,0.995,0.26181,1.54381,0.67094,0.00047632,0.00047632,0.00047632
34,159.756,0.37598,0.74455,0.87988,0.99181,1,0.995,0.995,0.26181,1.54381,0.67094,0.000464444,0.000464444,0.000464444
35,165.278,0.3292,0.69342,0.84347,0.9948,1,0.995,0.995,0.23696,1.62314,0.65997,0.000450984,0.000450984,0.000450984
36,170.842,0.33421,0.74494,0.8859,0.99266,1,0.995,0.995,0.22518,1.60507,0.6727,0.00043594,0.00043594,0.00043594
37,176.152,0.30249,0.73616,0.87809,0.99266,1,0.995,0.995,0.22518,1.60507,0.6727,0.000419312,0.000419312,0.000419312
38,181.348,0.26875,0.66219,0.80978,0.99045,1,0.995,0.97902,0.24912,1.50455,0.6996,0.0004011,0.0004011,0.0004011
39,187.655,0.37456,0.76954,0.93388,0.9891,1,0.995,0.97902,0.25625,1.44229,0.71084,0.000381304,0.000381304,0.000381304
40,194.035,0.37523,0.76482,0.89016,0.9891,1,0.995,0.97902,0.25625,1.44229,0.71084,0.000359924,0.000359924,0.000359924
41,199.789,0.24537,0.99875,0.88086,0.99151,1,0.995,0.995,0.22594,1.36779,0.68959,0.00033696,0.00033696,0.00033696
42,205.503,0.2191,0.96424,0.85902,0.99253,1,0.995,0.995,0.19403,1.38634,0.66702,0.000312412,0.000312412,0.000312412
43,210.88,0.2203,0.91455,0.87089,0.99253,1,0.995,0.995,0.19403,1.38634,0.66702,0.00028628,0.00028628,0.00028628
